id,kind,title,subtitle,image_url,link_url,topics,skills,sort_order
course_CR00003,course,Public Service Kiosk UX,"Короткий курс по интерфейсам терминалов, зон самообслуживания и public-facing сервисов. · 12 ч",/img/course-image.png,/#/library,,,60
course_CR00004,course,Computer Vision for Retail Ops,"Практика по CV-моделям для контроля полок, выкладки и фото-аудита магазинов. · 8 ч",/img/course-image.png,/#/library,,,61
course_CR00005,course,Rehab Games and Motion Feedback,Курс о реабилитационных игровых продуктах с отслеживанием движений и мотивацией пациента. · 20 ч,/img/course-image.png,/#/library,,,62
course_CR00006,course,AI Tutors for Learning Platforms,"Курс по персонализации обучения, AI-подсказкам и траекториям развития в EdTech. · 32 ч",/img/course-image.png,/#/library,,,63
course_CR00007,course,Accessibility-first Product Design,"Практический курс по доступности, контрасту, ошибкам форм, фокусу и сценариям для разных групп пользователей. · 40 ч",/img/course-image.png,/#/library,,,64
course_CR00008,course,Early Warning Analytics in EdTech,"Курс о сигналах риска отчисления, вовлеченности и удержания студентов в цифровом обучении. · 24 ч",/img/course-image.png,/#/library,,,65
course_CR00009,course,FinOps Gates in CI/CD,"Курс о том, как встроить cost awareness в delivery pipeline и инженерные решения. · 40 ч",/img/course-image.png,/#/library,,,66
course_CR00010,course,Frontend QA Overlays,"Курс о браузерных слоях проверки дизайна, accessibility и токенов поверх уже работающего интерфейса. · 40 ч",/img/course-image.png,/#/library,,,67
course_CR00011,course,Multi-tenant SaaS Provisioning,Обучение backend-решениям для масштабирования SaaS без ручного создания окружений и политик. · 40 ч,/img/course-image.png,/#/library,,,68
course_CR00012,course,Build Your Internal Developer Platform,"Курс о построении IDP с шаблонами сервисов, каталогом владения и self-service delivery. · 16 ч",/img/course-image.png,/#/library,,,69
course_CR00013,course,Workflow Engines for Enterprise Teams,"Курс по backend-движкам согласований, state machine и SLA-маршрутам. · 20 ч",/img/course-image.png,/#/library,,,70
course_CR00014,course,Ops UI for Field Teams,"Обучение проектированию интерфейсов для выездных ролей, перегруженных сценариев и стрессовых условий. · 8 ч",/img/course-image.png,/#/library,,,71
course_CR00015,course,Audit Logs and Evidence Systems,"Курс о backend-журналах событий как об инструменте доверия, расследования и compliance. · 16 ч",/img/course-image.png,/#/library,,,72
course_CR00016,course,Cybersecurity Serious Games,Курс о создании кооперативных тренажеров по кибербезопасности и инцидентам. · 8 ч,/img/course-image.png,/#/library,,,73
course_CR00017,course,Care Coordination Apps,"Курс о мобильных приложениях для ухода за пожилыми людьми, координации семьи и журналов самочувствия. · 20 ч",/img/course-image.png,/#/library,,,74
course_CR00018,course,Esports Roster Analytics,"Необычный курс по аналитике составов, ролей и совместимости игроков в киберспортивных командах. · 12 ч",/img/course-image.png,/#/library,,,75
course_CR00019,course,Legacy-to-SaaS Sync Architecture,Программа о синхронизации данных между старыми системами и современными SaaS-продуктами. · 12 ч,/img/course-image.png,/#/library,,,76
course_CR00020,course,Mobile Products for Quiet Travel,"Курс по мобильным travel-продуктам, которые помогают находить локальные маршруты без туристического шума. · 12 ч",/img/course-image.png,/#/library,,,77
course_CR00021,course,Pet Health Utility Apps,Практика по созданию everyday mobile products для здоровья и истории питомцев. · 32 ч,/img/course-image.png,/#/library,,,78
course_CR00022,course,Trust and Verification for Documents,"Курс о проверке происхождения документов, deepfake-рисках и доверии к операциям в B2B-продуктах. · 24 ч",/img/course-image.png,/#/library,,,79
course_CR00023,course,Food Rescue Mobile Platforms,"Курс по мобильным сценариям спасения еды через геолокацию, тайминг и локальную экономику участия. · 16 ч",/img/course-image.png,/#/library,,,80
course_CR00024,course,Local Community Apps,"Курс о мобильных продуктах для соседей, локальных сервисов, доверия и обмена ресурсами. · 16 ч",/img/course-image.png,/#/library,,,81
course_CR00025,course,Decision Simulators for Pricing and Capacity,"Курс по продуктам, которые моделируют тарифы, загрузку и поведение пользователей до запуска новой политики. · 8 ч",/img/course-image.png,/#/library,,,82
course_CR00026,course,Simulation Games for Operations Training,"Курс по игровым симуляторам для складов, логистики и операционных ролей. · 12 ч",/img/course-image.png,/#/library,,,83
course_CR00027,course,Infinite Canvas Product Design,"Программа про нелинейные рабочие интерфейсы, пространственное мышление и конструкторы на бесконечном холсте. · 40 ч",/img/course-image.png,/#/library,,,84
course_CR00028,course,Secrets Rotation as a Platform Capability,Курс о централизованной ротации ключей и секретов без ночных ручных операций. · 8 ч,/img/course-image.png,/#/library,,,85
course_CR00029,course,UGC Worlds for Culture and Museums,"Программа о конструкторах, где кураторы и культурные институции сами собирают интерактивные миры. · 16 ч",/img/course-image.png,/#/library,,,86
course_CR00030,course,IoT Trust Graphs,"Программа о графовом анализе доверия между устройствами, прошивками и сетевыми отношениями. · 40 ч",/img/course-image.png,/#/library,,,87
course_CR00031,course,Crisis-mode Interface Design,"Курс о специальных UI-режимах для штабов, диспетчерских и команд, работающих с инцидентами. · 24 ч",/img/course-image.png,/#/library,,,88
course_CR00032,course,Geospatial Frontends for Operations,"Программа по интерфейсам для логистики, маршрутов, зон покрытия и сервисных команд. · 8 ч",/img/course-image.png,/#/library,,,89
course_CR00033,course,Explainable AI for Regulated Domains,"Обучение построению объяснимых моделей и интерфейсов доверия для юр-, фин- и healthtech-продуктов. · 8 ч",/img/course-image.png,/#/library,,,90
course_CR00034,course,Voice AI Product Builder,Курс по созданию голосовых AI-ассистентов для сервисных и медицинских сценариев. · 20 ч,/img/course-image.png,/#/library,,,91
course_CR00035,course,Deception Engineering for Data Rooms,"Курс о honeytokens, ложных объектах и наблюдении за поведением в приватных хранилищах данных. · 40 ч",/img/course-image.png,/#/library,,,92
course_CR00036,course,Impact Optimization for Nonprofits,"Курс по аналитике распределения помощи, донорских ограничений и оценки эффекта программ. · 8 ч",/img/course-image.png,/#/library,,,93
course_CR00037,course,Anomaly Detection to Action,"Курс о том, как из детекции аномалии сделать понятную операционную рекомендацию, а не просто алерт. · 12 ч",/img/course-image.png,/#/library,,,94
course_CR00038,course,Async Review Interfaces for Media Teams,"Курс о продуктах для асинхронного ревью контента, медиа и креативных материалов. · 32 ч",/img/course-image.png,/#/library,,,95
course_CR00039,course,Language Learning Through Social Play,"Курс по игровым продуктам, где язык осваивается через ролевые микро-сцены и совместные задачи. · 24 ч",/img/course-image.png,/#/library,,,96
course_CR00040,course,Forecasting Food Surplus,Курс по прогнозированию излишков продуктов и построению систем спасения еды на основе данных. · 24 ч,/img/course-image.png,/#/library,,,97
course_CR00041,course,Interfaces for Experiment Analysis,"Курс по интерфейсам для чтения A/B-экспериментов, выводов и продуктовых решений. · 12 ч",/img/course-image.png,/#/library,,,98
course_CR00042,course,Energy Load Forecasting for Product Teams,"Обучение предиктивной аналитике для энергосистем, зданий и локальных сетей. · 32 ч",/img/course-image.png,/#/library,,,99
course_CR00043,course,Event-driven Architecture Without Cargo Cult,"Курс помогает понять, когда событийная архитектура действительно нужна, а когда проще остаться на синхронной модели. · 24 ч",/img/course-image.png,/#/library,,,100
course_CR00044,course,Vertical AI Agents in B2B,"Курс о проектировании узких AI-агентов для закупок, логистики, compliance и внутренних операций. · 8 ч",/img/course-image.png,/#/library,,,101
course_CR00045,course,Design Systems Governance,"Курс о том, как поддерживать дизайн-систему живой в нескольких продуктах и командах. · 12 ч",/img/course-image.png,/#/library,,,102
course_CR00046,course,AiTM Phishing Detection and Containment,Обучение новым защитным подходам против adversary-in-the-middle атак и кражи сессий после MFA. · 8 ч,/img/course-image.png,/#/library,,,103
course_CR00047,course,Systems Strategy for Sustainable Cities,"Курс о city-builder играх, объясняющих энергетику, отходы, транспорт и общественное доверие. · 16 ч",/img/course-image.png,/#/library,,,104
course_CR00048,course,Disaster Recovery Rehearsals,Практика по построению и репетиции DR-сценариев для платформ и критичных сервисов. · 32 ч,/img/course-image.png,/#/library,,,105
course_CR00049,course,Passkey-first Identity Design,Курс о внедрении passwordless-аутентификации и доверия к устройствам в реальном продукте. · 32 ч,/img/course-image.png,/#/library,,,106
course_CR00050,course,Finance Sidekicks for Creators,"Курс по мобильным финансовым продуктам для фрилансеров, креаторов и людей с неровным доходом. · 24 ч",/img/course-image.png,/#/library,,,107
course_CR00051,course,Automated Compliance Evidence,"Курс по автоматическому сбору доказательств для аудитов из CI/CD, IaC и облачной инфраструктуры. · 12 ч",/img/course-image.png,/#/library,,,108
course_CR00052,course,Privilege Drift Monitoring,Курс по мониторингу лишних и опасных прав в SaaS и cloud-среде. · 24 ч,/img/course-image.png,/#/library,,,109
course_CR00053,course,Adaptive UX Systems,"Курс о проектировании интерфейсов, которые меняются под контекст, доступность и уровень уверенности пользователя. · 16 ч",/img/course-image.png,/#/library,,,110
course_CR00054,course,Auto-remediation and SLO Workflows,Программа по безопасной автоматизации реакций на инциденты и деградацию сервисов. · 20 ч,/img/course-image.png,/#/library,,,111
article_AR00001,article,Игровая реабилитация после травм: где геймификация действительно лечит,"Статья разбирает, как мотивация, обратная связь и отслеживание прогресса могут усилить терапию без превращения ее в аттракцион. · 8 мин",/img/news-photo.jpg,/#/library,,,112
article_AR00002,article,"Privilege drift в SaaS: почему доступы опаснее, чем кажутся","Статья о накоплении лишних прав, токсичных сочетаниях ролей и сигналах, которые команды обычно не замечают. · 8 мин",/img/news-photo.jpg,/#/library,,,113
article_AR00003,article,Passkeys для реального бизнеса: что мешает passwordless стать нормой,Материал о технических и организационных барьерах при переходе на phishing-resistant аутентификацию. · 15 мин,/img/news-photo.jpg,/#/library,,,114
article_AR00004,article,"Фрилансеру нужен sidekick, а не бухгалтерия в кармане","Статья о мобильных финансовых продуктах, которые говорят с креаторами простым языком и помогают переживать неровный доход. · 10 мин",/img/news-photo.jpg,/#/library,,,115
article_AR00005,article,"Когда event-driven архитектура действительно проще, а когда нет",Материал помогает отличить полезную событийность от преждевременного усложнения инфраструктуры и процессов. · 6 мин,/img/news-photo.jpg,/#/library,,,116
article_AR00006,article,Как НКО принимать решения о распределении помощи с опорой на данные,"Материал о моделях срочности, ограничениях доноров и прозрачности распределения в благотворительных фондах. · 10 мин",/img/news-photo.jpg,/#/library,,,117
article_AR00007,article,Workflow engine для длинных согласований: когда state machine окупается,"Материал помогает понять, когда сложные маршруты согласований стоит выносить в отдельный backend-движок. · 6 мин",/img/news-photo.jpg,/#/library,,,118
article_AR00008,article,"Киосковый UX: что меняется, когда интерфейсом пользуются стоя и в спешке","Разбор публичных терминалов и зон самообслуживания с точки зрения моторики, стресса, приватности и скорости сценариев. · 6 мин",/img/news-photo.jpg,/#/library,,,119
article_AR00009,article,Collaborative dashboards: почему графикам мало просто обновляться,"Разбор новых аналитических интерфейсов, где ценность создают комментарии, совместное чтение и принятие решений в контексте данных. · 8 мин",/img/news-photo.jpg,/#/library,,,120
article_AR00010,article,Retail computer vision без иллюзий: когда фото полок реально окупаются,"Разбор бизнес-условий, при которых компьютерное зрение для мерчендайзинга даёт не демо-эффект, а реальную экономику. · 15 мин",/img/news-photo.jpg,/#/library,,,121
article_AR00011,article,Стратегии про устойчивый город: как объяснять системное мышление через игру,"Материал о стратегиях, где энергия, отходы, бюджет и доверие жителей становятся частью одного игрового баланса. · 15 мин",/img/news-photo.jpg,/#/library,,,122
article_AR00012,article,Accessibility-first онбординг для SaaS: где чаще всего теряют людей,"Статья показывает, как ошибки в первом опыте пользователя влияют на активацию, доверие и возврат в продукт. · 12 мин",/img/news-photo.jpg,/#/library,,,123
article_AR00013,article,Языковые игры с социальным циклом: почему сценарии сильнее карточек,"Статья о том, как ролевые микро-сцены и командные задачи усиливают изучение языка через действие. · 15 мин",/img/news-photo.jpg,/#/library,,,124
article_AR00014,article,Симуляторы тарифов для парковок и транспорта: продукт на стыке данных и политики,"Текст о том, как аналитические симуляторы помогают тестировать правила до внедрения и спорить предметно. · 10 мин",/img/news-photo.jpg,/#/library,,,125
article_AR00015,article,Паспорт здоровья питомца как новый тип everyday utility app,"Материал о том, почему pet care apps становятся сильнее, когда решают рутину, а не только продают услуги. · 10 мин",/img/news-photo.jpg,/#/library,,,126
article_AR00016,article,Deepfake-документы и доверие к операциям: новая головная боль B2B-сервисов,"Материал о том, как компании пересматривают проверку подлинности запросов и документов в эпоху синтетического контента. · 10 мин",/img/news-photo.jpg,/#/library,,,127
article_AR00017,article,"Предсказать отчисление в онлайн-обучении до того, как студент исчезнет","Статья показывает, как early warning analytics помогает вовремя заметить риск выпадения из обучения. · 12 мин",/img/news-photo.jpg,/#/library,,,128
article_AR00018,article,"Вебхуки как продукт: replay, подписи и право на ошибку","Разбор того, почему интеграционная платформа начинается не с endpoint, а с надежности доставки и расследования ошибок. · 8 мин",/img/news-photo.jpg,/#/library,,,129
article_AR00019,article,Serious games для кибербезопасности: чему люди учатся только через симуляцию,"Материал о кооперативных и ролевых тренажерах, где команды учатся реагировать на инциденты через действие, а не лекцию. · 10 мин",/img/news-photo.jpg,/#/library,,,130
article_AR00020,article,Voice AI в клиниках: где заканчивается автоматизация и начинается риск,"Материал о голосовых агентах для записи, триажа и первичного приема с разбором границ допустимой автономности. · 6 мин",/img/news-photo.jpg,/#/library,,,131
article_AR00021,article,ML-анализ аномалий энергопотребления: от графика к действию,"Статья о том, как превратить обнаружение аномалий в понятные операционные рекомендации для реальных зданий и сетей. · 12 мин",/img/news-photo.jpg,/#/library,,,132
article_AR00022,article,"Асинхронное ревью медиа-контента: интерфейсы для команд, которые не сидят в одном созвоне","Материал о веб-продуктах, которые объединяют версии, тайм-коды, комментарии и финальные решения в одном месте. · 6 мин",/img/news-photo.jpg,/#/library,,,133
article_AR00023,article,Операционные симуляторы для складов и логистики как новый EdTech,"Статья о том, как игровые механики помогают учить сотрудников очередям, приоритетам и перегрузке систем. · 12 мин",/img/news-photo.jpg,/#/library,,,134
article_AR00024,article,"Как прогнозировать остатки еды, а не только продажи","Статья о моделях, которые помогают не просто оценивать спрос, а минимизировать списания и потери продуктов. · 6 мин",/img/news-photo.jpg,/#/library,,,135
article_AR00025,article,Compliance evidence по кнопке: чего на самом деле ждут аудиторы,"Статья о том, как автоматизировать сбор следов из CI/CD и инфраструктуры без ручного хаоса перед каждой проверкой. · 10 мин",/img/news-photo.jpg,/#/library,,,136
article_AR00026,article,Как проектировать adaptive UI без ощущения магии и потери контроля,"Разбор того, как делать интерфейсы адаптивными к контексту пользователя, не превращая продукт в непредсказуемый черный ящик. · 12 мин",/img/news-photo.jpg,/#/library,,,137
article_AR00027,article,Care apps для семьи и сиделок: где мобильность действительно меняет качество ухода,"Статья о мобильных сценариях координации ухода, напоминаний и журналов самочувствия между несколькими людьми. · 10 мин",/img/news-photo.jpg,/#/library,,,138
article_AR00028,article,"Audit log как доказательная система, а не просто таблица событий","Статья о неизменяемых журналах, трассировке причин и построении доверия к действиям людей и интеграций. · 15 мин",/img/news-photo.jpg,/#/library,,,139
article_AR00029,article,Объяснимый AI для юркоманд: что значит доверять модели в договорной работе,"Материал о том, как строить объяснения, confidence и human-in-the-loop в юридических copilot-продуктах. · 10 мин",/img/news-photo.jpg,/#/library,,,140
article_AR00030,article,"Картографические интерфейсы для сервисных команд: сложнее, чем нанести точки","Разбор гео-интерфейсов, где нужно показать покрытие, приоритеты, время отклика и перегруженность команд. · 12 мин",/img/news-photo.jpg,/#/library,,,141
article_AR00031,article,"Infinite canvas в рабочих приложениях: не игрушка, а другой способ думать","Статья о том, когда свободное пространство и нелинейная компоновка действительно помогают пользователю мыслить и исследовать. · 12 мин",/img/news-photo.jpg,/#/library,,,142
article_AR00032,article,Provisioning новых tenant-пространств без ручного страдания,"Статья о backend-архитектуре для SaaS, где создание нового клиента должно быть управляемым, повторяемым и безопасным. · 18 мин",/img/news-photo.jpg,/#/library,,,143
article_AR00033,article,"Auto-remediation без самообмана: где автоматика помогает, а где опасна","Материал про автоматические реакции на инциденты, SLO и границы безопасной автономности в production. · 6 мин",/img/news-photo.jpg,/#/library,,,144
article_AR00034,article,Соседские приложения и доверие: почему локальное сообщество нельзя построить только чатом,"Материал о механиках доверия, верификации и офлайн-перехода в community-продуктах для соседей и районов. · 6 мин",/img/news-photo.jpg,/#/library,,,145
